id,name,slug,universityType,populationType,cost,undergraduates,admissionRate,freshmanSatisfaction,inStateTuition,outOfStateTuition,admissionDeadline,chance,applicationStatus,financialAidStatus,address.street1,address.city,address.state,address.zipCode
980,University of Illinois at Chicago,university-of-illinois-at-chicago,Public,Coed,$$,21641.0,"73% of 22,696 applicants were admitted",79.2,"  $13,874","  $27,566",February 1,,,,601 South Morgan Street,Chicago,IL,60607-7128
1755,University of Illinois at Springfield,university-of-illinois-at-springfield,Public,Coed,$$,2674.0,"77% of 2,117 applicants were admitted",79.0,"  $11,813","  $21,338",Rolling,,,,One University Plaza,Springfield,IL,62703-5407
982,University of Illinois at Urbana-Champaign,university-of-illinois-at-urbana-champaign,Public,Coed,$$,33915.0,"62% of 39,406 applicants were admitted",92.8,"  $16,210","  $33,352",January 2,,,,601 East John Street,Champaign,IL,61820
1751,University of Indianapolis,university-of-indianapolis,Private,Coed,$$,4346.0,"86% of 7,301 applicants were admitted",76.7,"  $29,688","  $29,688",Rolling,,,,1400 East Hanna Avenue,Indianapolis,IN,46227-3697
1767,University of Iowa,university-of-iowa,Public,Coed,$$,23482.0,"83% of 25,928 applicants were admitted",85.9,"   $9,492","  $31,458",Rolling,,,,101 Jessup Hall,Iowa City,IA,52242-1316
940,University of Kansas,university-of-kansas,Public,Coed,$$,19667.0,"93% of 15,093 applicants were admitted",86.0,"  $11,166","  $28,034",Rolling,,,,1450 Jayhawk Boulevard,Lawrence,KS,66045
1532,University of Kentucky,university-of-kentucky,Public,Coed,$$,22236.0,"96% of 18,759 applicants were admitted",85.0,"  $12,360","  $30,680",Rolling,,,,410 Administration Dr,Lexington,KY,40506-0032
746,University of La Verne,university-of-la-verne,Private,Coed,$$$,2509.0,"55% of 6,864 applicants were admitted",82.0,"  $44,550","  $44,550",Rolling,,,,1950 Third Street,La Verne,CA,91750-4443
1086,University of Louisiana at Lafayette,university-of-louisiana-at-lafayette,Public,Coed,$$,14603.0,"68% of 9,138 applicants were admitted",76.0,"  $10,382","  $24,110",Rolling,,,,"104 University Circle, PO Drawer 41008",Lafayette,LA,70504
1607,University of Louisiana at Monroe,university-of-louisiana-at-monroe,Public,Coed,$,6876.0,"79% of 4,036 applicants were admitted",73.0,"   $8,734","  $20,834",Rolling,,,,700 University Avenue,Monroe,LA,71209-0001
880,University of Louisville,university-of-louisville,Public,Coed,$$,15860.0,"70% of 14,447 applicants were admitted",80.1,"  $11,928","  $27,954",Rolling,,,,2301 South Third Street,Louisville,KY,40292-0001
122,University of Maine,university-of-maine,Public,Coed,$$,9430.0,"90% of 13,118 applicants were admitted",74.0,"  $11,438","  $31,748",Rolling,,,,168 College Ave,Orono,ME,04469
271,University of Maine at Augusta,university-of-maine-at-augusta,Public,Coed,,4683.0,"98% of 1,025 applicants were admitted",80.0,"   $8,168","  $18,338",Rolling,,,,46 University Drive,Augusta,ME,04330-9410
129,University of Maine at Farmington,university-of-maine-at-farmington,Public,Coed,$$,1674.0,"91% of 1,744 applicants were admitted",73.0,"   $9,572","  $20,282",Rolling,,,,111 South Street,Farmington,ME,04938
131,University of Maine at Fort Kent,university-of-maine-at-fort-kent,Public,Coed,$,1589.0,99% of 742 applicants were admitted,64.9,"   $8,115","  $12,315",Rolling,,,,23 University Drive,Fort Kent,ME,04743-1292
139,University of Maine at Machias,university-of-maine-at-machias,Public,Coed,$$,659.0,99% of 591 applicants were admitted,49.0,"   $8,036","  $15,116",Rolling,,,,116 O'Brien Avenue,Machias,ME,04654
141,University of Maine at Presque Isle,university-of-maine-at-presque-isle,Public,Coed,$$,1554.0,92% of 801 applicants were admitted,62.0,"   $8,574","  $12,984",Rolling,,,,181 Main Street,Presque Isle,ME,04769-2888
1990,University of Management and Technology,university-of-management-and-technology,Private for-profit,Coed,,226.0,Not reported,,"   $9,450","   $9,450",,,,,1901 Fort Myer Drive,Arlington,VA,22209-1609
957,University of Mary,university-of-mary,Private,Coed,$$,2527.0,"75% of 1,362 applicants were admitted",80.0,"  $20,154","  $20,154",Rolling,,,,7500 University Drive,Bismarck,ND,58504-9652
655,University of Mary Hardin-Baylor,university-of-mary-hardin-baylor,Private,Coed,$$,3361.0,"87% of 15,355 applicants were admitted",66.0,"  $29,800","  $29,800",Rolling,,,,900 College Street,Belton,TX,76513
1510,University of Mary Washington,university-of-mary-washington,Public,Coed,$$,4182.0,"75% of 5,939 applicants were admitted",80.1,"  $13,270","  $29,694",February 1,,,,1301 College Avenue,Fredericksburg,VA,22401-5358
1526,University of Maryland,university-of-maryland,Public,Coed,$$,30511.0,"47% of 33,461 applicants were admitted",95.2,"  $10,779","  $38,846",January 20,,,,7999 Regents Dr.,College Park,MD,20742
1052,University of Maryland Baltimore County,university-of-maryland-baltimore-county,Public,Coed,$$,11060.0,"61% of 11,842 applicants were admitted",87.0,"  $12,028","  $27,662",February 1,,,,1000 Hilltop Circle,Baltimore,MD,21250
902,University of Maryland Eastern Shore,university-of-maryland-eastern-shore,Public,Coed,$$,2334.0,"62% of 3,929 applicants were admitted",61.9,"   $8,740","  $19,200",Rolling,,,,11868 Academic Oval,Princess Anne,MD,21853
1305,University of Maryland University College,university-of-maryland-university-college,Public,Coed,,46162.0,"100% of 3,165 applicants were admitted",,"   $7,560","  $12,336",Rolling,,,,3501 University Boulevard East,Adelphi,MD,20783
193,University of Massachusetts Amherst,university-of-massachusetts-amherst,Public,Coed,$$,24209.0,"64% of 42,157 applicants were admitted",91.0,"  $16,389","  $35,710",January 15,,,,120 Tillson Farm Road,Amherst,MA,01003
197,University of Massachusetts Boston,university-of-massachusetts-boston,Public,Coed,$$,12595.0,"76% of 13,649 applicants were admitted",75.0,"  $14,613","  $35,075",February 15,,,,100 Morrissey Boulevard,Boston,MA,02125-3393
63,University of Massachusetts Dartmouth,university-of-massachusetts-dartmouth,Public,Coed,$$,6405.0,"75% of 8,623 applicants were admitted",70.3,"  $14,358","  $30,103",Rolling,,,,285 Old Westport Road,North Dartmouth,MA,02747-2300
1813,University of Massachusetts Lowell,university-of-massachusetts-lowell,Public,Coed,$$,14172.0,"73% of 12,586 applicants were admitted",83.0,"  $15,180","  $32,827",February 5,,,,1 University Avenue,Lowell,MA,01854
1529,University of Memphis,university-of-memphis,Public,Coed,$$,17378.0,"85% of 14,778 applicants were admitted",77.7,"   $9,912","  $16,764",July 1,,,,3720 Alumni Ave,Memphis,TN,38152
1047,University of Miami,university-of-miami,Private,Coed,$$$,11307.0,"27% of 38,919 applicants were admitted",93.0,"  $53,682","  $53,682",January 1,,,,PO Box 248025,Coral Gables,FL,33124
379,University of Michigan,university-of-michigan,Public,Coed,$$,31266.0,"23% of 64,972 applicants were admitted",96.9,"  $15,558","  $51,200",February 1,,,,500 S State St,Ann Arbor,MI,48109
818,University of Michigan - Dearborn,university-of-michigan-dearborn,Public,Coed,$,6914.0,"62% of 6,447 applicants were admitted",83.0,"  $14,236","  $27,876",Rolling,,,,4901 Evergreen Road,Dearborn,MI,48128
968,University of Michigan - Flint,university-of-michigan-flint,Public,Coed,$$,5862.0,"66% of 4,254 applicants were admitted",74.4,"  $12,406","  $23,692",Rolling,,,,303 East Kearsley Street,Flint,MI,48502-1950
1301,"University of Minnesota, Crookston",university-of-minnesota-crookston,Public,Coed,$$,2790.0,"68% of 1,182 applicants were admitted",72.0,"  $12,116","  $12,116",Rolling,,,,2900 University Avenue,Crookston,MN,56716-5001
990,"University of Minnesota, Duluth",university-of-minnesota-duluth,Public,Coed,$$,9847.0,"76% of 8,601 applicants were admitted",80.0,"  $13,681","  $18,881",Rolling,,,,1049 University Drive,Duluth,MN,55812-2496
872,"University of Minnesota, Morris",university-of-minnesota-morris,Public,Coed,$$,1499.0,"57% of 3,257 applicants were admitted",79.0,"  $13,578","  $15,632",Rolling,,,,600 East 4th Street,Morris,MN,56267-2134
3366,"University of Minnesota, Rochester",university-of-minnesota-rochester,Public,Coed,,,Not reported,,Not reported,Not reported,Rolling,,,,"111 South Broadway, Suite 300",Rochester,MN,55904
991,"University of Minnesota, Twin Cities",university-of-minnesota-twin-cities,Public,Coed,$$,35165.0,"57% of 40,673 applicants were admitted",93.0,"  $15,027","  $33,325",January 1,,,,"100 Church Street, SE",Minneapolis,MN,55455-0213
1536,University of Mississippi,university-of-mississippi,Public,Coed,$$,17150.0,"88% of 16,253 applicants were admitted",86.8,"   $8,828","  $25,100",Rolling,,,,P.O. Box 1848,University,MS,38677
1306,University of Mississippi Medical Center,university-of-mississippi-medical-center,Public,Coed,,512.0,Not reported,,Not reported,Not reported,,,,,2500 North State Street,Jackson,MS,39216-4505
1772,University of Missouri - Columbia,university-of-missouri-columbia,Public,Coed,$$,22616.0,"81% of 20,015 applicants were admitted",88.0,"  $10,477","  $28,348",Rolling,,,,230 Jesse Hall,Columbia,MO,65211
829,University of Missouri - Kansas City,university-of-missouri-kansas-city,Public,Coed,,11315.0,"61% of 5,754 applicants were admitted",76.1,"   $9,884","  $25,011",Rolling,,,,5100 Rockhill Road,Kansas City,MO,64110-2499
1775,University of Missouri - St. Louis,university-of-missouri-st-louis,Public,Coed,$$,13045.0,"73% of 2,452 applicants were admitted",77.0,"  $11,079","  $29,295",Rolling,,,,One University Boulevard,St. Louis,MO,63121
914,University of Mobile,university-of-mobile,Private,Coed,$$,1769.0,"46% of 2,696 applicants were admitted",76.0,"  $23,860","  $23,860",Rolling,,,,5735 College Parkway,Mobile,AL,36613
771,University of Montana,university-of-montana,Public,Coed,$$,9323.0,"93% of 6,182 applicants were admitted",69.2,"   $7,354","  $26,218",Rolling,,,,32 Campus Drive,Missoula,MT,59812
911,University of Montana Western,university-of-montana-western,Public,Coed,$,1358.0,34% of 802 applicants were admitted,76.0,"   $5,725","  $17,115",Rolling,,,,710 South Atlantic,Dillon,MT,59725-3598
1063,University of Montevallo,university-of-montevallo,Public,Coed,$$,2242.0,"53% of 5,553 applicants were admitted",74.0,"  $13,710","  $26,730",August 15,,,,Station 6001,Montevallo,AL,35115
987,University of Mount Union,university-of-mount-union,Private,Coed,$$,2116.0,"96% of 2,396 applicants were admitted",76.6,"  $31,700","  $31,700",Rolling,,,,1972 Clark Avenue,Alliance,OH,44601-3993
1067,University of Nebraska - Kearney,university-of-nebraska-kearney,Public,Coed,$$,4429.0,"85% of 5,324 applicants were admitted",80.1,"   $7,701","  $14,901",August 15,,,,905 West 25th Street,Kearney,NE,68849-0001
1111,University of Nebraska - Lincoln,university-of-nebraska-lincoln,Public,Coed,$$,20478.0,"78% of 16,829 applicants were admitted",81.2,"   $9,366","  $25,806",Rolling,,,,14th and R Streets,Lincoln,NE,68588
853,University of Nebraska - Omaha,university-of-nebraska-omaha,Public,Coed,$$,12245.0,"83% of 8,565 applicants were admitted",74.5,"   $7,980","  $21,244",August 1,,,,6001 Dodge Street,Omaha,NE,68182
1243,University of Nebraska Medical Center,university-of-nebraska-medical-center,Public,Coed,,1013.0,Not reported,,Not reported,Not reported,,,,,Nebraska Medical Center,Omaha,NE,68198
733,"University of Nevada, Las Vegas",university-of-nevada-las-vegas,Public,Coed,$$,25282.0,"82% of 11,613 applicants were admitted",76.0,"   $7,986","  $23,638",Rolling,,,,4505 South Maryland Parkway,Las Vegas,NV,89154
673,"University of Nevada, Reno",university-of-nevada-reno,Public,Coed,$$,17307.0,"86% of 11,043 applicants were admitted",81.0,"   $8,452","  $24,105",,,,,1664 N Virginia St,Reno,NV,89557
1816,University of New England,university-of-new-england,Private,Coed,$$$,4275.0,"84% of 5,175 applicants were admitted",81.5,"  $38,750","  $38,750",February 15,,,,11 Hills Beach Road,Biddeford,ME,04005-9526
433,University of New Hampshire,university-of-new-hampshire,Public,Coed,$$,12202.0,"84% of 18,040 applicants were admitted",86.0,"  $18,938","  $36,278",February 1,,,,105 Main St,Durham,NH,03824
517,University of New Hampshire at Manchester,university-of-new-hampshire-at-manchester,Public,Coed,,762.0,73% of 205 applicants were admitted,81.0,Not reported,Not reported,April 1,,,,88 Commercial Street,Manchester,NH,03101-1113
434,University of New Haven,university-of-new-haven,Private,Coed,$$$,4912.0,"83% of 10,997 applicants were admitted",77.1,"  $40,440","  $40,440",July 28,,,,300 Boston Post Road,West Haven,CT,06516
1045,University of New Mexico,university-of-new-mexico,Public,Coed,$$,16662.0,"49% of 12,181 applicants were admitted",77.3,"   $7,875","  $23,292",Rolling,,,,1 University of New Mexico,Albuquerque,NM,87131-2039
1523,University of New Orleans,university-of-new-orleans,Public,Coed,$$,6472.0,"57% of 3,739 applicants were admitted",62.0,"   $8,772","  $13,608",Rolling,,,,2000 Lakeshore Drive,New Orleans,LA,70148
1516,University of North Alabama,university-of-north-alabama,Public,Coed,$$,6339.0,"67% of 3,583 applicants were admitted",75.4,"  $10,800","  $20,400",Rolling,,,,One Harrison Plaza,Florence,AL,35632-0001
1599,University of North Carolina at Asheville,university-of-north-carolina-at-asheville,Public,Coed,$$,3587.0,"84% of 3,750 applicants were admitted",72.5,"   $7,466","  $24,814",February 1,,,,One University Heights,Asheville,NC,28804-3299
1600,University of North Carolina at Chapel Hill,university-of-north-carolina-at-chapel-hill,Public,Coed,$$,19355.0,"23% of 42,466 applicants were admitted",96.2,"   $9,232","  $37,226",January 15,,,,153A Country Club Road,Chapel Hill,NC,27599
1601,University of North Carolina at Charlotte,university-of-north-carolina-at-charlotte,Public,Coed,$$,24070.0,"64% of 22,067 applicants were admitted",82.6,"   $7,096","  $20,530",February 1,,,,9201 University City Boulevard,Charlotte,NC,28223-0001
1602,University of North Carolina at Greensboro,university-of-north-carolina-at-greensboro,Public,Coed,$,16581.0,"82% of 9,972 applicants were admitted",75.5,"   $7,403","  $22,562",Rolling,,,,1400 Spring Garden Street,Greensboro,NC,27412-5001
1620,University of North Carolina at Pembroke,university-of-north-carolina-at-pembroke,Public,Coed,$,6353.0,"85% of 5,604 applicants were admitted",71.7,"   $3,490","   $7,490",June 30,,,,"One University Drive, PO Box 1510",Pembroke,NC,28372-1510
1603,University of North Carolina at Wilmington,university-of-north-carolina-at-wilmington,Public,Coed,$$,14785.0,"65% of 13,287 applicants were admitted",86.2,"   $7,181","  $21,246",February 1,,,,601 South College Road,Wilmington,NC,28403-3297
1513,University of North Carolina School of the Arts,university-of-north-carolina-school-of-the-arts,Public,Coed,$$,890.0,"38% of 1,185 applicants were admitted",88.0,"   $9,358","  $25,901",,,,,"1533 South Main Street, PO Box 12189",Winston-Salem,NC,27127-2738
735,University of North Dakota,university-of-north-dakota,Public,Coed,$$,10163.0,"81% of 4,964 applicants were admitted",78.0,"   $9,737","  $13,843",Rolling,,,,264 Centennial Drive,Grand Forks,ND,58202
1605,University of North Florida,university-of-north-florida,Public,Coed,$$,14734.0,"82% of 14,330 applicants were admitted",83.0,"   $6,389","  $20,107",Rolling,,,,1 UNF Drive,Jacksonville,FL,32224
1606,University of North Georgia,university-of-north-georgia,Public,Coed,$$,19036.0,"76% of 6,224 applicants were admitted",78.6,"   $7,566","  $22,016",July 1,,,,82 College Circle,Dahlonega,GA,30597
708,University of North Texas,university-of-north-texas,Public,Coed,,32126.0,"71% of 19,761 applicants were admitted",79.4,Not reported,Not reported,Rolling,,,,1155 Union Circle #311425,Denton,TX,76203
3563,University of North Texas at Dallas,university-of-north-texas-at-dallas,,Coed,$$,2947.0,"47% of 4,718 applicants were admitted",70.0,"   $8,140","  $20,811",August 15,,,,7300 University Hills Boulevard,Dallas,TX,75241
1122,University of Northern Colorado,university-of-northern-colorado,Public,Coed,$$,9876.0,"91% of 8,294 applicants were admitted",71.5,"  $10,188","  $22,260",Rolling,,,,501 20 St.,Greeley,CO,80639
385,University of Northern Iowa,university-of-northern-iowa,Public,Coed,$$,8973.0,"79% of 4,701 applicants were admitted",83.4,"   $8,938","  $19,480",Rolling,,,,1227 West 27th Street,Cedar Falls,IA,50614
3564,University of Northwestern Ohio,university-of-northwestern-ohio,,Coed,,3848.0,Not reported,69.0,Not reported,Not reported,Rolling,,,,1441 North Cable Road,Lima,OH,45805-1498
387,University of Northwestern St. Paul,university-of-northwestern-st-paul,Private,Coed,$$,3376.0,"92% of 1,243 applicants were admitted",85.0,"  $33,200","  $33,200",August 1,,,,3003 Snelling Avenue North,St. Paul,MN,55113-1598
1774,University of Notre Dame,university-of-notre-dame,Private,Coed,$$$,8730.0,"16% of 22,200 applicants were admitted",98.0,"  $57,699","  $57,699",January 1,,,,100 Campus Distribution Center,Notre Dame,IN,46556
748,University of Oklahoma,university-of-oklahoma,Public,Coed,$$,22582.0,"80% of 15,673 applicants were admitted",88.2,"   $9,063","  $24,444",Rolling,,,,660 Parrington Oval,Norman,OK,73019-0390
755,University of Oregon,university-of-oregon,Public,Coed,$$,19101.0,"83% of 24,474 applicants were admitted",85.0,"  $10,755","  $35,367",January 15,,,,1585 E 13th Ave,Eugene,OR,97403
